(3YP)ASSET,(1YP)ASSET,(3YP)ASSET2,(1YP)ASSET2,(3YP)ASSET5,(1YP)ASSET5,(3YP)ASSTLT,(1YP)ASSTLT,(3YP)ASTEMPM,(1YP)ASTEMPM,(3YP)AVASSETJ,(1YP)AVASSETJ,(3YP)BKPREM,(1YP)BKPREM,(3YP)CHBAL,(1YP)CHBAL,(3YP)CHBALI,(1YP)CHBALI,(3YP)DEP,(1YP)DEP,(3YP)DEPDASTR,(1YP)DEPDASTR,(3YP)DEPDOM,(1YP)DEPDOM,(3YP)DEPI,(1YP)DEPI,(3YP)EEFFR,(1YP)EEFFR,(3YP)EINTEXP,(1YP)EINTEXP,(3YP)ELNANTR,(1YP)ELNANTR,(3YP)ELNATR,(1YP)ELNATR,(3YP)ELNATRY,(1YP)ELNATRY,(3YP)EPREMAGG,(1YP)EPREMAGG,(3YP)EQ,(1YP)EQ,(3YP)EQCDIV,(1YP)EQCDIV,(3YP)EQCONSUB,(1YP)EQCONSUB,(3YP)EQCS,(1YP)EQCS,(3YP)EQCSTKRX,(1YP)EQCSTKRX,(3YP)EQPP,(1YP)EQPP,(3YP)EQSUR,(1YP)EQSUR,(3YP)EQTOT,(1YP)EQTOT,(3YP)EQUPTOT,(1YP)EQUPTOT,(3YP)EQV,(1YP)EQV,(3YP)ERNAST,(1YP)ERNAST,(3YP)ERNASTR,(1YP)ERNASTR,(3YP)ESAL,(1YP)ESAL,(3YP)EXTRA,(1YP)EXTRA,(3YP)FREPO,(1YP)FREPO,(3YP)FREPP,(1YP)FREPP,(3YP)IBEFXTR,(1YP)IBEFXTR,(3YP)IFIDUC,(1YP)IFIDUC,(3YP)IGLSEC,(1YP)IGLSEC,(3YP)IGLTRAD,(1YP)IGLTRAD,(3YP)INTAN,(1YP)INTAN,(3YP)INTINC,(1YP)INTINC,(3YP)INTINCY,(1YP)INTINCY,(3YP)ISERCHG,(1YP)ISERCHG,(3YP)ITAX,(1YP)ITAX,(3YP)LIAB,(1YP)LIAB,(3YP)LIABEQ,(1YP)LIABEQ,(3YP)LNATRES,(1YP)LNATRES,(3YP)LNATRESR,(1YP)LNATRESR,(3YP)LNEXAMT,(1YP)LNEXAMT,(3YP)LNLSDEPR,(1YP)LNLSDEPR,(3YP)LNLSNET,(1YP)LNLSNET,(3YP)LNLSNTV,(1YP)LNLSNTV,(3YP)LNRESNCR,(1YP)LNRESNCR,(3YP)NCGTYPAR,(1YP)NCGTYPAR,(3YP)NCLNLS,(1YP)NCLNLS,(3YP)NCLNLSR,(1YP)NCLNLSR,(3YP)NETIMIN,(1YP)NETIMIN,(3YP)NETINBM,(1YP)NETINBM,(3YP)NETINC,(1YP)NETINC,(3YP)NIM,(1YP)NIM,(3YP)NIMY,(1YP)NIMY,(3YP)NOIJ,(1YP)NOIJ,(3YP)NOIJY,(1YP)NOIJY,(3YP)NONII,(1YP)NONII,(3YP)NONIIAY,(1YP)NONIIAY,(3YP)NONIX,(1YP)NONIX,(3YP)NONIXAY,(1YP)NONIXAY,(3YP)NPERFV,(1YP)NPERFV,(3YP)NTLNLS,(1YP)NTLNLS,(3YP)NTLNLSR,(1YP)NTLNLSR,(3YP)NUMEMP,(1YP)NUMEMP,(3YP)OAIENC,(1YP)OAIENC,(3YP)OALIFGEN,(1YP)OALIFGEN,(3YP)OALIFHYB,(1YP)OALIFHYB,(3YP)OALIFINS,(1YP)OALIFINS,(3YP)OALIFSEP,(1YP)OALIFSEP,(3YP)OBSDIR,(1YP)OBSDIR,(3YP)ORE,(1YP)ORE,(3YP)RBC1AAJ,(1YP)RBC1AAJ,(3YP)RBCRWAJ,(1YP)RBCRWAJ,(3YP)RBCT1J,(1YP)RBCT1J,(3YP)RBCT2,(1YP)RBCT2,(3YP)ROA,(1YP)ROA,(3YP)ROAPTX,(1YP)ROAPTX,(3YP)ROE,(1YP)ROE,(3YP)ROEINJR,(1YP)ROEINJR,(3YP)RWAJT,(1YP)RWAJT,(3YP)SC,(1YP)SC,(3YP)SUBND,(1YP)SUBND,(3YP)TRADE,(1YP)TRADE,(3YP)TRADEL,(1YP)TRADEL,(3YP)UC,(1YP)UC,(3YP)UCLN,(1YP)UCLN,(3YP)VOLIAB,(1YP)VOLIAB,FAIL?
42362.0,30620.0,42311.0,32294.5,41309.5,33993.2,449.0,1118.0,2.49188235294118,2.55166666666667,41640.0,30386.0,805.0,637.0,2925.0,6076.0,1208.0,5486.0,33957.0,26577.0,80.16,86.8,33957.0,26577.0,26998.0,20447.0,70.35,318.15,727.0,475.0,104.55,25.49,23.0,336.0,0.08,0.99,196.0,213.0,6227.0,1968.0,0.0,0.0,N/A,0.0,1381.0,1381.0,0.0,0.0,0.0,0.0,2677.0,2677.0,6227.0,1968.0,2169.0,-2090.0,14.7,6.43,38243.0,24859.0,90.28,81.19,778.0,620.0,0.0,0.0,1862.0,0.0,0.0,0.0,336.0,-1191.0,0.0,0.0,0.0,96.0,0.0,0.0,350.0,350.0,2288.0,1046.0,8.05,3.55,341.0,301.0,199.0,-203.0,36135.0,28652.0,42362.0,30620.0,780.0,903.0,2.48,5.3,885.0,663.0,90.33,60.74,30672.0,16142.0,72.4,52.72,111.75,15.93,0.0,0.0,698.0,5670.0,2.22,33.26,N/A,0.0,N/A,-1191.0,336.0,-1191.0,1561.0,571.0,5.49,1.94,336.0,-1272.6,1.08,-3.74,321.0,-42.0,1.04,-0.12,1324.0,1683.0,4.27,4.95,3.05,29.8,22.0,1318.0,0.1,6.38,17.0,12.0,242.0,63.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,596.0,3456.0,14.11,5.32,19.5,10.12,5877.0,1618.0,408.0,237.0,1.08,-3.5,1.73,-4.1,7.39,-44.38,7.39,-44.38,32235.0,18321.0,4501.0,3231.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,557.0,3000.0,557.0,8908.0,4858.0,Y
675022.0,612255.0,676086.0,635597.5,666336.0,656593.0,66058.0,208508.0,3.4265076142132,4.67370229007634,671478.0,648083.0,8677.0,6120.0,14754.0,38832.0,7426.0,21699.0,582439.0,528674.0,86.28,86.35,582439.0,528674.0,547708.0,504207.0,65.17,176.66,19122.0,19381.0,58.98,117.25,1853.0,20865.0,0.37,3.18,2523.0,2904.0,56725.0,22616.0,5750.0,0.0,N/A,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,6860.0,24260.0,56725.0,22616.0,48365.0,-3144.0,8.4,3.69,636774.0,549216.0,94.33,89.7,9174.0,8165.0,0.0,0.0,5001.0,474.0,12527.0,412.0,4404.0,-23162.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,41481.0,31228.0,8.75,5.29,580.0,628.0,2355.0,-5564.0,618297.0,589639.0,675022.0,612255.0,7837.0,18732.0,1.5,3.96,0.0,0.0,88.59,85.9,515959.0,454123.0,76.44,74.17,31.32,27.33,537.0,1993.0,25025.0,68540.0,4.78,14.49,N/A,0.0,N/A,-23162.0,4404.0,-23162.0,22359.0,11847.0,4.72,2.01,4404.0,-23779.22,0.88,-3.62,2367.0,-599.0,0.47,-0.09,16114.0,19871.0,3.22,3.03,5.18,15.17,3142.0,17795.0,0.82,3.41,197.0,131.0,4765.0,2641.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,6000.0,1500.0,9927.0,24309.0,8.43,3.48,12.13,6.37,56598.0,22558.0,6520.0,5710.0,0.88,-3.53,1.35,-4.38,10.24,-72.41,-3.13,-72.41,520242.0,443628.0,108388.0,72920.0,0.0,0.0,0.0,0.0,0.0,0.0,191234.0,55713.0,191234.0,55713.0,97221.0,168920.0,Y
230078.0,262114.0,240158.5,260371.5,240048.5,268454.2,8608.0,6210.0,2.875975,8.1910625,234843.0,268858.0,1270.0,1001.0,4822.0,55044.0,54.0,51839.0,193581.0,228078.0,84.14,87.01,193581.0,228078.0,173781.0,200231.0,72.53,174.05,5908.0,5162.0,-18000.0,164.24,360.0,12591.0,0.2,4.69,760.0,1051.0,23903.0,9241.0,900.0,300.0,N/A,0.0,9071.0,9071.0,42.0,13.0,0.0,0.0,3647.0,8202.0,23903.0,9241.0,11185.0,-8032.0,10.39,3.53,220330.0,247126.0,95.76,94.28,6897.0,7627.0,0.0,0.0,6285.0,0.0,0.0,0.0,3016.0,-19712.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,13857.0,13630.0,8.06,5.32,106.0,221.0,1620.0,-5226.0,206175.0,252873.0,230078.0,262114.0,2639.0,7974.0,1.27,4.07,3568.0,2172.0,105.96,82.5,205117.0,188173.0,89.15,71.79,118.61,89.39,0.0,0.0,2225.0,8920.0,1.07,4.55,N/A,0.0,N/A,-19712.0,3016.0,-19712.0,7949.0,8468.0,4.62,3.3,3016.0,-19784.68,1.68,-7.37,10239.0,8331.0,5.69,3.1,13192.0,29238.0,7.33,10.89,0.97,4.12,-2.0,7666.0,0.0,3.46,80.0,32.0,1085.0,754.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,48339.0,0.0,0.0,1875.0,10.15,2.38,13.06,4.81,23828.0,6387.0,2525.0,2453.0,1.68,-7.34,2.57,-9.29,17.61,-92.03,12.36,-93.43,201856.0,183766.0,8874.0,7114.0,0.0,0.0,0.0,0.0,0.0,0.0,49516.0,31085.0,49516.0,31085.0,66494.0,84179.0,Y
44193.0,57072.0,44185.0,61130.0,44508.0,58363.8,5286.0,4671.0,2.9462,3.567,43593.0,57736.0,1084.0,829.0,3923.0,6711.0,2817.0,0.0,34729.0,53985.0,78.58,94.59,34729.0,53985.0,30651.0,49376.0,167.02,224.17,1085.0,1654.0,N/A,240.78,74.0,679.0,0.22,1.16,534.0,526.0,9183.0,2430.0,0.0,0.0,N/A,0.0,14902.0,14902.0,124.0,60.0,0.0,0.0,538.0,846.0,9183.0,2430.0,-6257.0,-13318.0,20.78,4.26,41556.0,48768.0,94.03,85.45,1223.0,1516.0,0.0,0.0,3005.0,4625.0,0.0,0.0,-1024.0,-2875.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,224.0,2422.0,2749.0,7.82,5.3,54.0,103.0,1.0,1.0,35010.0,54642.0,44193.0,57072.0,507.0,1435.0,1.44,3.44,0.0,0.0,99.99,74.57,34727.0,40259.0,78.58,70.54,N/A,16.84,0.0,0.0,0.0,8522.0,0.0,20.44,N/A,0.0,N/A,-2875.0,-1024.0,-2875.0,1337.0,1095.0,4.32,2.11,-1024.0,-2874.0,-3.07,-4.92,79.0,672.0,0.24,1.15,2365.0,3961.0,7.08,6.79,0.0,14.93,0.0,282.0,0.0,0.62,15.0,16.0,246.0,164.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,21.07,4.37,25.82,6.99,9183.0,2524.0,451.0,563.0,-3.07,-4.93,-3.06,-4.92,-14.2,-74.4,-14.2,-74.4,37308.0,44160.0,1007.0,3884.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,826.0,2504.0,826.0,11900.0,29093.0,Y
73954.0,106047.0,68153.5,112857.0,57222.25,118500.2,7844.0,11005.0,5.68876923076923,5.58142105263158,68870.0,115926.0,569.0,798.0,3941.0,2740.0,2162.0,236.0,61225.0,94443.0,82.79,89.06,61225.0,94443.0,51744.0,79773.0,114.54,121.59,1494.0,2781.0,N/A,115.94,403.0,2531.0,0.94,2.14,323.0,655.0,10114.0,8987.0,0.0,0.0,N/A,0.0,13731.0,16279.0,137.0,204.0,0.0,0.0,249.0,704.0,10114.0,8987.0,-3866.0,-7996.0,13.68,8.47,70488.0,100248.0,95.31,94.53,1096.0,1607.0,0.0,0.0,4180.0,0.0,0.0,0.0,-677.0,-3261.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,3331.0,6179.0,8.16,5.63,17.0,213.0,1.0,1.0,63840.0,97060.0,73954.0,106047.0,800.0,2003.0,1.26,2.07,975.0,701.0,102.11,100.53,62516.0,94939.0,84.53,89.53,N/A,13.73,0.0,5330.0,0.0,14585.0,0.0,15.05,N/A,0.0,N/A,-3261.0,-677.0,-3261.0,1837.0,3398.0,4.5,3.1,-677.0,-3324.0,-1.58,-2.81,41.0,270.0,0.1,0.23,2151.0,4460.0,5.01,3.76,0.0,14.67,0.0,2183.0,0.0,2.17,13.0,19.0,297.0,331.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,970.0,14.65,7.81,15.9,10.5,10091.0,9054.0,800.0,1235.0,-1.58,-2.75,-1.58,-2.75,-8.75,-33.06,-8.75,-33.06,68509.0,98003.0,1630.0,5073.0,0.0,0.0,0.0,0.0,0.0,0.0,15633.0,15597.0,15633.0,15597.0,10760.0,22672.0,Y
711910.0,828061.0,705311.0,868062.5,676314.5,833180.4,100280.0,91116.0,4.21248520710059,5.95727338129496,707988.0,861312.0,15251.0,11687.0,10267.0,176725.0,1102.0,143133.0,590241.0,718695.0,82.91,86.79,590241.0,718695.0,532930.0,674409.0,57.97,142.47,19610.0,22698.0,160.71,132.51,1800.0,31290.0,0.35,3.76,2299.0,3325.0,54262.0,30904.0,0.0,0.0,N/A,0.0,500.0,500.0,0.0,0.0,0.0,0.0,15636.0,19486.0,54262.0,30904.0,38126.0,10918.0,7.62,3.73,668001.0,736261.0,93.83,88.91,7677.0,8831.0,0.0,0.0,0.0,0.0,18726.0,10100.0,5307.0,-28651.0,1.0,1.0,0.0,2382.0,0.0,0.0,0.0,0.0,40694.0,37513.0,8.54,5.15,1424.0,2208.0,2985.0,-6775.0,657647.0,797157.0,711909.0,828061.0,7845.0,17499.0,1.41,3.49,9152.0,4089.0,93.23,67.39,550273.0,484324.0,77.3,58.49,181.77,22.84,57.0,0.0,4316.0,76611.0,0.77,15.27,N/A,0.0,N/A,-28651.0,5307.0,-28651.0,21084.0,14815.0,4.43,2.03,5307.0,-30580.42,1.05,-3.67,2930.0,534.0,0.58,0.06,13922.0,21867.0,2.74,2.62,0.76,11.73,1120.0,23614.0,0.28,4.17,169.0,139.0,5714.0,3109.0,N/A,N/A,N/A,N/A,5966.0,6524.0,N/A,N/A,1210.0,56.0,1089.0,20559.0,7.65,3.59,10.69,7.24,54165.0,30909.0,7181.0,6610.0,1.05,-3.44,1.63,-4.25,13.74,-61.4,13.74,-61.4,573791.0,517936.0,116626.0,108804.0,0.0,0.0,0.0,0.0,0.0,0.0,82320.0,20791.0,82320.0,20791.0,212121.0,153824.0,Y
253306.0,245593.0,243791.0,246561.0,232185.0,260058.8,4716.0,27282.0,4.22176666666667,5.11652083333333,237209.0,246606.0,6915.0,10150.0,3660.0,15224.0,0.0,13398.0,196997.0,208232.0,77.77,84.79,196997.0,208232.0,178204.0,195764.0,62.94,134.34,6566.0,6644.0,150.78,70.49,386.0,4753.0,0.22,1.83,595.0,1014.0,22742.0,14775.0,320.0,0.0,N/A,0.0,500.0,500.0,0.0,0.0,0.0,0.0,18776.0,21276.0,22742.0,14775.0,3466.0,-7001.0,8.98,6.02,238973.0,220575.0,94.34,89.81,3459.0,4110.0,0.0,0.0,1030.0,0.0,13000.0,0.0,1707.0,-6303.0,0.0,0.0,0.0,682.0,0.0,0.0,0.0,0.0,14484.0,12053.0,8.8,5.07,91.0,92.0,1113.0,306.0,230564.0,230818.0,253306.0,245593.0,2183.0,5087.0,1.06,2.83,3500.0,171.0,103.77,83.95,204419.0,174820.0,80.7,71.18,248.35,15.88,0.0,0.0,879.0,32041.0,0.43,17.81,N/A,0.0,N/A,-6303.0,1707.0,-6303.0,7918.0,5409.0,4.81,2.27,1707.0,-6985.0,0.98,-2.69,734.0,199.0,0.42,0.08,5446.0,7534.0,3.13,2.9,0.55,16.6,256.0,6743.0,0.17,3.42,60.0,48.0,1334.0,692.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,511.0,8725.0,9.55,6.16,11.06,9.19,22651.0,15203.0,2228.0,2434.0,0.98,-2.42,1.62,-2.31,10.35,-33.32,8.41,-33.32,224896.0,191956.0,33524.0,32357.0,0.0,0.0,0.0,0.0,0.0,0.0,29854.0,6346.0,29854.0,6346.0,107226.0,100413.0,Y
111886.0,191870.0,108293.0,186989.0,99670.0,171221.0,502.0,4574.0,7.99185714285714,11.991875,106216.0,187700.0,2177.0,1977.0,1671.0,39088.0,0.0,0.0,100151.0,164289.0,89.51,85.63,100151.0,164289.0,89345.0,150645.0,47.95,61.16,2936.0,3380.0,296.51,211.6,510.0,7296.0,0.68,4.26,165.0,242.0,11337.0,12881.0,0.0,137.0,N/A,0.0,4974.0,5031.0,144.0,3891.0,0.0,3800.0,4983.0,5198.0,11337.0,12881.0,1380.0,-1148.0,10.13,6.71,105300.0,144026.0,94.11,75.06,825.0,1243.0,0.0,0.0,7437.0,0.0,0.0,0.0,824.0,-3349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6122.0,7722.0,8.78,5.37,184.0,507.0,431.0,-2048.0,100549.0,178989.0,111886.0,191870.0,1178.0,5766.0,1.24,4.04,7150.0,13789.0,93.84,83.38,93985.0,136986.0,84.0,71.4,242.39,45.96,0.0,0.0,486.0,12545.0,0.51,8.79,N/A,0.0,N/A,-3349.0,824.0,-3349.0,3186.0,4342.0,4.57,3.02,824.0,-3349.0,1.1,-1.96,205.0,547.0,0.27,0.32,1626.0,2990.0,2.18,1.75,0.48,6.82,172.0,3448.0,0.27,2.44,14.0,16.0,2058.0,1780.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,50.0,535.0,10.66,6.84,13.46,10.22,11320.0,12831.0,1159.0,1844.0,1.1,-1.96,1.68,-3.15,10.2,-24.72,10.2,-25.73,92734.0,143605.0,3878.0,7040.0,0.0,0.0,0.0,0.0,0.0,0.0,9722.0,7468.0,9722.0,7468.0,20713.0,42040.0,Y
770047.0,912354.0,758729.0,926731.0,753607.0,938403.4,31159.0,96645.0,5.38494405594406,6.75817777777778,756793.0,929095.0,12466.0,11705.0,13818.0,74730.0,898.0,54526.0,589399.0,778502.0,76.54,85.33,589399.0,778502.0,524711.0,705998.0,53.35,75.28,20060.0,22665.0,-4158.82,122.23,707.0,58415.0,0.13,6.22,1598.0,2047.0,66267.0,31930.0,1293.0,0.0,N/A,0.0,866.0,866.0,0.0,0.0,0.0,0.0,14164.0,19164.0,66267.0,31930.0,51237.0,11900.0,8.61,3.5,723953.0,824384.0,94.01,90.36,5931.0,7376.0,0.0,0.0,0.0,0.0,60246.0,23650.0,7690.0,-32216.0,641.0,825.0,0.0,881.0,0.0,0.0,842.0,442.0,43266.0,48217.0,8.19,5.56,1931.0,2999.0,4575.0,-17514.0,703780.0,880424.0,770047.0,912354.0,8328.0,23530.0,1.28,3.8,5449.0,5476.0,108.81,76.58,641329.0,596152.0,83.28,65.34,63.39,42.43,0.0,1785.0,13137.0,55453.0,2.02,8.95,N/A,0.0,N/A,-32216.0,7690.0,-32216.0,23206.0,25552.0,4.39,2.94,7690.0,-32788.65,1.36,-3.49,4887.0,6741.0,0.86,0.72,15121.0,24489.0,2.68,2.61,1.71,7.25,-17.0,47791.0,0.0,6.88,143.0,135.0,7646.0,6410.0,N/A,N/A,N/A,N/A,2952.0,3205.0,N/A,N/A,94672.0,1919.0,0.0,10701.0,8.63,3.76,10.77,6.92,65319.0,34929.0,8328.0,7939.0,1.36,-3.43,2.17,-5.3,16.34,-58.42,13.59,-58.42,683895.0,619536.0,81726.0,173706.0,0.0,0.0,0.0,0.0,0.0,0.0,145819.0,72641.0,145819.0,72641.0,110204.0,115656.0,Y
123941.0,119788.0,126415.0,118505.5,127980.75,123182.4,1412.0,9647.0,1.90678461538462,2.03030508474576,126980.0,121452.0,6240.0,6398.0,4242.0,3049.0,193.0,1.0,104259.0,115800.0,84.12,96.67,104259.0,115800.0,92413.0,109213.0,76.57,120.51,2954.0,2357.0,1827.59,118.44,530.0,6668.0,0.55,5.41,698.0,825.0,16060.0,3699.0,497.0,0.0,N/A,0.0,142.0,142.0,2.0,0.0,0.0,0.0,3860.0,3860.0,16060.0,3699.0,12058.0,-303.0,12.96,3.09,108666.0,97935.0,87.68,81.76,2441.0,2627.0,0.0,0.0,2993.0,9719.0,0.0,0.0,777.0,-7528.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,7309.0,5330.0,8.58,5.24,482.0,562.0,0.0,0.0,107881.0,116089.0,123941.0,119788.0,1946.0,3646.0,2.02,4.52,5347.0,1466.0,90.4,66.57,94252.0,77084.0,76.05,64.35,28.63,27.21,0.0,0.0,6796.0,13401.0,7.06,16.6,N/A,0.0,N/A,-7528.0,777.0,-7528.0,4355.0,2973.0,5.11,2.92,777.0,-7528.0,0.81,-6.11,1408.0,1221.0,1.47,0.99,4456.0,5054.0,4.64,4.1,5.6,17.73,29.0,5630.0,0.04,6.36,65.0,59.0,959.0,500.0,N/A,N/A,N/A,N/A,3118.0,3409.0,N/A,N/A,0.0,0.0,144.0,7836.0,12.68,3.02,17.14,5.23,16096.0,3664.0,1275.0,1190.0,0.81,-6.11,0.81,-6.11,6.51,-89.26,2.35,-89.26,101321.0,92774.0,11228.0,11131.0,0.0,0.0,0.0,0.0,0.0,0.0,13840.0,6281.0,13840.0,6281.0,23970.0,25681.0,Y
147715.0,134784.0,144105.5,141403.5,139424.5,151843.4,33568.0,30851.0,3.28255555555556,4.4928,140216.0,141979.0,2983.0,2308.0,1462.0,12784.0,7.0,12300.0,104813.0,115325.0,70.96,85.56,104813.0,115325.0,99601.0,110244.0,108.42,161.37,3716.0,4197.0,-2285.71,68.82,160.0,6667.0,0.15,4.39,913.0,1079.0,22636.0,5827.0,0.0,0.0,N/A,0.0,4798.0,4798.0,0.0,0.0,0.0,0.0,19777.0,19922.0,22636.0,5827.0,-1939.0,-18893.0,15.32,4.32,139704.0,128994.0,94.58,95.7,2912.0,3147.0,0.0,0.0,31.0,0.0,0.0,0.0,-574.0,-9311.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,8447.0,8047.0,8.56,5.55,67.0,70.0,0.0,0.0,125079.0,128957.0,147715.0,134784.0,2114.0,2066.0,1.82,1.95,359.0,266.0,109.06,89.95,114304.0,103730.0,77.38,76.96,56.24,23.71,0.0,0.0,3759.0,8712.0,3.23,8.23,N/A,0.0,N/A,-9311.0,-574.0,-9311.0,4731.0,3850.0,4.79,2.65,-574.0,-9488.0,-0.55,-6.25,184.0,747.0,0.18,0.49,5329.0,7418.0,5.1,4.89,2.91,6.58,-7.0,9687.0,-0.01,8.09,45.0,30.0,979.0,491.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,541.0,163.0,16.2,4.21,21.86,7.8,22711.0,5979.0,1387.0,1155.0,-0.55,-6.13,-0.55,-6.13,-3.34,-102.57,-3.34,-102.57,110244.0,91421.0,25362.0,12964.0,0.0,0.0,0.0,0.0,0.0,0.0,21197.0,9577.0,21197.0,9577.0,21972.0,15183.0,Y
269078.0,288263.0,279385.0,284534.0,274749.0,280326.0,18554.0,23985.0,4.33996774193548,4.23916176470588,275500.0,283028.0,1022.0,876.0,1485.0,25913.0,136.0,25427.0,217360.0,236337.0,80.78,81.99,217360.0,236337.0,208385.0,226651.0,87.92,117.4,8644.0,7686.0,152.07,105.82,4337.0,8255.0,2.1,2.94,896.0,1322.0,23332.0,12631.0,0.0,0.0,N/A,0.0,1625.0,1626.0,20.0,0.0,0.0,0.0,18436.0,30482.0,23332.0,12631.0,3271.0,-19477.0,8.67,4.38,260174.0,279175.0,96.69,96.85,4833.0,4921.0,0.0,0.0,5702.0,686.0,0.0,0.0,-3202.0,-9931.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,14555.0,14436.0,7.35,5.37,84.0,188.0,0.0,0.0,245746.0,275631.0,269078.0,288262.0,4295.0,6498.0,1.66,2.58,717.0,740.0,117.01,103.65,254336.0,244974.0,94.52,84.98,101.58,48.29,0.0,0.0,4228.0,13456.0,1.63,5.35,N/A,0.0,N/A,-9931.0,-3202.0,-9931.0,5911.0,6750.0,2.99,2.51,-3202.0,-9925.0,-1.55,-3.54,3488.0,2846.0,1.69,1.02,8264.0,11266.0,4.01,4.02,2.38,5.45,2852.0,7801.0,1.46,3.13,62.0,68.0,1378.0,951.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,857.0,0.0,2175.0,2242.0,8.47,4.51,10.61,6.81,23332.0,12777.0,3133.0,2928.0,-1.55,-3.54,-1.55,-3.54,-16.59,-52.88,-16.59,-52.88,249439.0,230658.0,0.0,8088.0,0.0,0.0,0.0,0.0,0.0,0.0,42410.0,12366.0,42410.0,12366.0,66434.0,71059.0,Y
177879.0,116879.0,180004.5,120425.5,180593.75,136893.4,57690.0,29680.0,5.23173529411765,3.3394,180252.0,120491.0,1414.0,968.0,3352.0,5419.0,1218.0,4368.0,127782.0,102773.0,71.84,87.93,127782.0,102773.0,123812.0,100187.0,82.88,210.31,5397.0,3612.0,29.01,78.22,105.0,3545.0,0.08,2.59,464.0,396.0,14682.0,3253.0,61.0,0.0,N/A,0.0,2039.0,2041.0,171.0,17.0,0.0,0.0,11233.0,11250.0,14682.0,3253.0,1410.0,-10038.0,8.25,2.78,165766.0,105643.0,93.19,90.39,1472.0,2093.0,0.0,0.0,0.0,1615.0,592.0,0.0,332.0,-6827.0,0.0,0.0,0.0,25.0,0.0,0.0,416.0,0.0,8690.0,6220.0,6.89,4.99,98.0,117.0,-5.0,0.0,163197.0,113626.0,177879.0,116879.0,3660.0,2378.0,2.91,2.73,1249.0,1219.0,95.5,82.51,122028.0,84793.0,68.6,72.55,78.59,26.58,0.0,0.0,4657.0,8945.0,3.71,10.26,N/A,0.0,N/A,-6827.0,332.0,-6827.0,3293.0,2608.0,2.61,2.09,332.0,-6852.0,0.25,-5.01,305.0,390.0,0.23,0.28,3166.0,6305.0,2.34,4.61,2.62,8.79,362.0,4532.0,0.38,4.86,34.0,35.0,719.0,424.0,N/A,N/A,N/A,N/A,4175.0,4555.0,N/A,N/A,0.0,0.0,0.0,1333.0,8.14,3.0,12.49,5.23,14677.0,3615.0,1661.0,1156.0,0.25,-4.99,0.24,-4.99,3.06,-103.07,2.5,-103.07,130861.0,91258.0,42520.0,14867.0,0.0,0.0,0.0,0.0,0.0,0.0,14205.0,10240.0,14205.0,10240.0,52137.0,26708.0,Y
