delta_EQCONSUB,delta_NETIMIN,delta_EXTRA,delta_TRADE,delta_TRADEL,delta_OALIFSEP,delta_IGLTRAD,delta_SUBND,delta_EQPP,delta_FREPP,delta_IFIDUC,delta_FREPO,delta_OBSDIR,delta_LNLSNTV,delta_NCGTYPAR,delta_EINTEXP,delta_EQCSTKRX,delta_OALIFHYB,delta_CHBAL,delta_IGLSEC,delta_INTAN,delta_LNEXAMT,delta_EQCS,delta_EPREMAGG,delta_LNLSDEPR,delta_OALIFINS,delta_NONIIAY,delta_INTINCY,delta_BKPREM,delta_NONIX,delta_NIMY,delta_CHBALI,delta_VOLIAB,delta_LNRESNCR,delta_ELNATR,delta_NCLNLS,delta_NONII,delta_ISERCHG,delta_ITAX,delta_RBCT2,delta_ELNATRY,delta_ASTEMPM,delta_ASSTLT,delta_NUMEMP,delta_NCLNLSR,delta_ORE,delta_ASSET5,FAIL?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1736507936507936,0.0,0.0,0.0,1.016467403564178,0.0,1.337669094693028,0.0,0.0,1.3012583271650628,0.0,1.1981481481481482,1.4737704918032788,1.0,1.7926829268292683,1.1484407484407484,0.0,0.6842105263157896,0.9654377880184332,2.2577962577962576,0.8734513274336283,0.8641188959660298,0.0,2.5444842513808035,0.0,0.75,0.0,0.8338983050847457,0.9166666666666666,0.3584905660377358,1.2887864823348694,0.62,1.5141492027860215,3.202402135231317,1.0666666666666669,0.0,0.0,1.6279019076737076,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0790229885057472,0.0,3.635514018691589,0.0,0.0,0.5125858123569794,0.0,0.0,2.9222222222222216,0.0,4.254098360655738,0.9709953062943796,0.0,1.235632183908046,1.1886559802712702,0.0,3.6816143497757854,1.360655737704918,0.5170055101653049,0.7086472065285625,2.8959338387319087,9.634285714285713,0.5518469069870939,4.413043478260869,0.0,2.4923076923076923,0.8987730061349694,2.7090909090909094,0.6460495019345824,0.0,1.1578947368421053,0.6768115942028985,1.8461538461538465,0.8900679437576672,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024767801857584,0.0,0.5,0.0,0.0,1.1734772552043176,0.0,0.0,0.0,1.5,0.5371900826446281,0.8820768553828101,0.0,0.8239700374531836,1.2958876629889668,0.9510567296996664,0.49651324965132504,1.28125,0.0,0.0,3.5952303168899054,0.0,0.2520138089758343,0.3146853146853147,0.40384615384615385,0.0,0.7821782178217822,0.0,0.9425634680815635,0.9202279202279202,0.8666666666666667,0.33909774436090223,0.8375634517766497,0.7655520269008033,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02884615384615385,0.0,1.013724951962668,0.0,0.7057971014492753,0.0,0.0,1.06875,0.030303030303030307,0.0,0.5353535353535354,1.0,0.7016129032258065,0.9109927729174592,0.0,1.0708661417322836,1.0247933884297522,1.0248833592534992,0.8043032786885246,0.988,1.0,0.7121313672922251,0.0,7.0248306997742676,1.2994505494505495,0.7042253521126759,0.7448979591836735,4.578947368421051,0.0,10.62814070351759,0.7393888494088754,0.9657814096016344,1.1333333333333333,1.5534591194968554,0.696078431372549,0.9906294538149918,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970229234891336,0.0,0.7623685235683677,0.0,0.0,0.9372876119864072,0.0,0.0,1.0020876826722338,1.0,0.5728155339805825,0.9910547396528704,0.0,1.0,1.0241206030150751,0.9028776978417268,0.7176470588235294,0.9590316573556796,0.0,1.0714818035026703,0.2272357250843121,1.904942965779468,11.105566218809981,0.7098591549295775,0.5016393442622951,-1.208955223880597,1.1345108695652173,2.685714285714286,1.1156176591222646,0.9218860580325547,0.9285714285714286,10.369565217391305,0.8260869565217391,1.0611008966912534,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35869565217391297,0.0,1.0887082204155374,0.0,0.6320907617504052,0.0,0.0,1.2845786963434025,0.0,0.16,0.19921875,0.9992025518341308,0.6810865191146881,1.073238973008558,0.0,1.0,0.9780092592592592,0.7374100719424459,0.7406993006993007,0.9039215686274512,0.0,0.8970189701897019,0.5844878147436545,0.09605122732123801,1.70467596390484,0.5845824411134903,0.656957928802589,0.0,0.9384057971014492,0.16564417177914112,1.1148275240616292,0.9178343949044586,0.8059701492537313,1.7397260273972603,0.5481481481481482,0.8798762688973114,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0726256983240223,0.0,0.0,0.0,1.0526797984425105,0.0,0.7619667860631716,0.0,0.0,0.5690298507462687,0.0,0.0,0.8594704684317719,1.0,0.7442622950819672,1.019589552238806,0.0,1.7215189873417722,1.0337078651685392,0.9640000000000001,0.6601723491944549,1.0647482014388492,0.11728395061728394,0.8865844181076356,4.913857031991032,0.812743823146944,0.3067226890756303,1.3275362318840578,0.7905027932960894,4.391304347826087,1.0343915343915344,1.056818181818182,1.0362323254951749,0.97970040599188,0.9714285714285714,0.2833333333333334,0.0,1.0221505778560367,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4159522922102125,0.0,1.1155306156131377,0.0,3.6028880866426,0.0,0.0,0.9987325728770596,0.0,0.0,0.5860566448801743,1.0,3.4878048780487805,1.094496855345912,0.0,1.0,1.0240384615384617,0.9246575342465754,2.935736677115988,0.9640883977900552,0.0,0.6636696636696636,0.0,0.0,0.0,3.4117647058823533,3.625,0.0,0.6844660194174758,0.0,1.4655809998417957,1.0733212341197822,0.4705882352941176,0.0,0.0,0.848417490289582,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0166666666666666,0.0,0.8774057900695456,0.0,0.5257731958762887,0.0,0.0,0.5308285163776493,0.0,0.0,0.0,1.0,0.3043478260869565,0.8396605627512281,0.0,17.900000000000006,1.1616038882138515,1.35,0.5530085959885387,1.2857142857142858,0.3641975308641976,1.0837173579109065,2.385392385392385,2.4285714285714284,0.4191176470588235,8.73076923076923,0.45,0.0,1.2352941176470589,4.979381443298968,1.1278896346010439,3.4115942028985513,1.0,0.4231257941550191,0.0,0.9807759254245152,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2489763218800072,0.0,0.0,0.0,1.0560747663551404,0.0,0.6990122717749176,0.0,0.0,1.3841855561412757,0.014237124883363934,0.7967658597263421,0.0,1.0,1.382486912774492,0.8679971988795518,0.0,0.6961832061068702,1.180089485458613,0.9713211713369434,1.2177268527907343,-3.2764227642276427,1.4328111840997138,0.8536346722822102,1.7766002543450614,0.3123781189059453,0.35120123134578063,0.40494084449895335,0.0,0.6190622598001537,0.0,0.5362318840579711,1.2583369059573062,0.0,0.661787767903816,0.40061633281972253,0.6193578408562121,0.8727258119328597,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106837606837607,0.0,1.0650574035914042,0.0,1.0177353342428377,0.0,0.0,1.1837549933422105,0.0,0.7541954590325765,0.0,1.0,0.7321428571428571,0.9931580842635938,0.0,0.625,1.4081632653061225,1.204983922829582,1.093214019388516,1.394607843137255,0.4666666666666667,1.205860697982624,0.33403019744483164,0.12626262626262627,2.776627218934911,0.453125,0.3829787234042553,0.0,1.255813953488372,0.18,1.7340463458110518,1.23469147432878,0.625,2.415730337078652,1.193916349809886,1.079722556042355,1.0
