(2YP)ASSET,ASSET,(2YP)ASSET2,ASSET2,(2YP)ASSET5,ASSET5,(2YP)ASSTLT,ASSTLT,(2YP)ASTEMPM,ASTEMPM,(2YP)AVASSETJ,AVASSETJ,(2YP)BKPREM,BKPREM,(2YP)CHBAL,CHBAL,(2YP)CHBALI,CHBALI,(2YP)DEP,DEP,(2YP)DEPDASTR,DEPDASTR,(2YP)DEPDOM,DEPDOM,(2YP)DEPI,DEPI,(2YP)EEFFR,EEFFR,(2YP)EINTEXP,EINTEXP,(2YP)ELNANTR,ELNANTR,(2YP)ELNATR,ELNATR,(2YP)ELNATRY,ELNATRY,(2YP)EPREMAGG,EPREMAGG,(2YP)EQ,EQ,(2YP)EQCDIV,EQCDIV,(2YP)EQCONSUB,EQCONSUB,(2YP)EQCS,EQCS,(2YP)EQCSTKRX,EQCSTKRX,(2YP)EQPP,EQPP,(2YP)EQSUR,EQSUR,(2YP)EQTOT,EQTOT,(2YP)EQUPTOT,EQUPTOT,(2YP)EQV,EQV,(2YP)ERNAST,ERNAST,(2YP)ERNASTR,ERNASTR,(2YP)ESAL,ESAL,(2YP)EXTRA,EXTRA,(2YP)FREPO,FREPO,(2YP)FREPP,FREPP,(2YP)IBEFXTR,IBEFXTR,(2YP)IFIDUC,IFIDUC,(2YP)IGLSEC,IGLSEC,(2YP)IGLTRAD,IGLTRAD,(2YP)INTAN,INTAN,(2YP)INTINC,INTINC,(2YP)INTINCY,INTINCY,(2YP)ISERCHG,ISERCHG,(2YP)ITAX,ITAX,(2YP)LIAB,LIAB,(2YP)LIABEQ,LIABEQ,(2YP)LNATRES,LNATRES,(2YP)LNATRESR,LNATRESR,(2YP)LNEXAMT,LNEXAMT,(2YP)LNLSDEPR,LNLSDEPR,(2YP)LNLSNET,LNLSNET,(2YP)LNLSNTV,LNLSNTV,(2YP)LNRESNCR,LNRESNCR,(2YP)NCGTYPAR,NCGTYPAR,(2YP)NCLNLS,NCLNLS,(2YP)NCLNLSR,NCLNLSR,(2YP)NETIMIN,NETIMIN,(2YP)NETINBM,NETINBM,(2YP)NETINC,NETINC,(2YP)NIM,NIM,(2YP)NIMY,NIMY,(2YP)NOIJ,NOIJ,(2YP)NOIJY,NOIJY,(2YP)NONII,NONII,(2YP)NONIIAY,NONIIAY,(2YP)NONIX,NONIX,(2YP)NONIXAY,NONIXAY,(2YP)NPERFV,NPERFV,(2YP)NTLNLS,NTLNLS,(2YP)NTLNLSR,NTLNLSR,(2YP)NUMEMP,NUMEMP,(2YP)OAIENC,OAIENC,(2YP)OALIFGEN,OALIFGEN,(2YP)OALIFHYB,OALIFHYB,(2YP)OALIFINS,OALIFINS,(2YP)OALIFSEP,OALIFSEP,(2YP)OBSDIR,OBSDIR,(2YP)ORE,ORE,(2YP)RBC1AAJ,RBC1AAJ,(2YP)RBCRWAJ,RBCRWAJ,(2YP)RBCT1J,RBCT1J,(2YP)RBCT2,RBCT2,(2YP)ROA,ROA,(2YP)ROAPTX,ROAPTX,(2YP)ROE,ROE,(2YP)ROEINJR,ROEINJR,(2YP)RWAJT,RWAJT,(2YP)SC,SC,(2YP)SUBND,SUBND,(2YP)TRADE,TRADE,(2YP)TRADEL,TRADEL,(2YP)UC,UC,(2YP)UCLN,UCLN,(2YP)VOLIAB,VOLIAB,FAIL?
7797099.0,5898515.0,7747592.5,6150127.5,7536593.2,7191698.2,2940757.0,1854312.0,5.82307617625093,5.43141344383057,7661717.0,5883683.0,52009.0,27701.0,704334.0,454263.0,648003.0,302071.0,4667578.0,4097734.0,59.86,69.47,4667578.0,4097734.0,4278348.0,3781835.0,101.75,145.06,124384.0,92662.0,126.66,106.29,150108.0,222985.0,1.99,3.1,39447.0,36521.0,654253.0,427219.0,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,946201.0,1137618.0,654253.0,427219.0,-311948.0,-730399.0,8.39,7.24,6998392.0,5040746.0,89.76,85.46,78295.0,79395.0,0.0,0.0,0.0,0.0,189500.0,0.0,-90929.0,-336269.0,0.0,0.0,4372.0,0.0,44733.0,-2268.0,103740.0,93879.0,339531.0,302408.0,5.0,4.84,8724.0,12517.0,-59509.0,13760.0,7142846.0,5471296.0,7797099.0,5898515.0,124196.0,129932.0,1.99,2.79,0.0,595.0,130.84,110.36,6107074.0,4522146.0,78.32,76.67,14.11,19.28,200077.0,142139.0,880043.0,674037.0,14.12,14.49,0.0,0.0,-90929.0,-336269.0,-90929.0,-336269.0,215147.0,209746.0,3.17,3.36,-93727.08,-336269.0,-1.24,-4.68,53029.0,11137.0,0.7,0.15,272878.0,320407.0,3.62,4.46,12.64,12.51,118515.0,209782.0,1.96,3.74,1339.0,1086.0,27935.0,19964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158310.0,62617.0,105730.0,63803.0,8.22,2.23,12.76,3.99,629769.0,131233.0,69170.0,61224.0,-1.21,-4.68,-2.0,-4.48,-14.19,-61.19,-14.19,-61.19,5478584.0,4829195.0,242696.0,200560.0,0.0,0.0,634.0,15969.0,142.0,149.0,309094.0,366440.0,309094.0,366440.0,633010.0,660720.0,Y
88644.0,90034.0,88772.0,92601.5,88772.0,92601.5,7112.0,2668.0,5.9096,6.00226666666667,87474.0,89802.0,434.0,331.0,9125.0,12787.0,8363.0,11315.0,84595.0,90007.0,95.43,99.97,84595.0,90007.0,81223.0,86835.0,90.41,236.73,183.0,176.0,0.0,156.92,0.0,3435.0,0.0,14.84,53.0,77.0,3924.0,-452.0,0.0,0.0,0.0,0.0,750.0,750.0,0.0,0.0,0.0,0.0,12252.0,13734.0,3924.0,-452.0,-9078.0,-14936.0,4.43,-0.5,85095.0,83640.0,96.0,92.9,365.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,-4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,835.0,4.78,3.86,19.0,35.0,0.0,0.0,84720.0,90486.0,88644.0,90034.0,1582.0,3201.0,2.18,4.32,2886.0,917.0,83.83,78.76,70916.0,70894.0,80.0,78.74,21.53,29.18,0.0,0.0,7347.0,10968.0,10.13,14.8,0.0,0.0,84.0,-4440.0,84.0,-4440.0,834.0,659.0,3.92,3.04,84.0,-4440.0,0.38,-19.18,42.0,76.0,0.19,0.33,792.0,1740.0,3.57,7.52,10.36,16.94,306.0,2189.0,1.72,11.46,15.0,15.0,282.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.0,4284.0,4.42,-0.5,8.15,0.64,3870.0,-452.0,714.0,890.0,0.38,-19.18,0.38,-19.18,8.87,-1028.97,8.87,-1028.97,56246.0,68938.0,5816.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.0,1587.0,2409.0,1587.0,1891.0,3044.0,Y
46966.0,26760.0,48227.0,29214.0,47600.0,31931.3333333333,8592.0,3554.0,2.47189473684211,1.6725,47557.0,27908.0,1393.0,1277.0,5780.0,5444.0,4248.0,4602.0,45022.0,25480.0,95.86,95.22,45022.0,25480.0,37154.0,18957.0,102.84,196.46,114.0,72.0,92.28,N/A,251.0,0.0,1.05,0.0,146.0,113.0,1853.0,130.0,0.0,0.0,0.0,0.0,1969.0,1969.0,0.0,0.0,0.0,0.0,5266.0,5266.0,1853.0,130.0,-5382.0,-7105.0,3.95,0.49,39500.0,23969.0,84.1,89.57,626.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,-301.0,-625.0,0.0,0.0,-16.0,-52.0,0.0,0.0,52.0,4.0,970.0,520.0,4.7,3.63,67.0,44.0,0.0,0.0,45113.0,26630.0,46966.0,26760.0,828.0,733.0,3.51,5.64,80.0,0.0,50.61,48.15,22784.0,12269.0,48.51,45.85,212.31,42.22,223.0,1735.0,390.0,1736.0,1.65,13.35,0.0,0.0,-301.0,-625.0,-301.0,-625.0,856.0,448.0,4.15,3.13,-285.0,-573.0,-1.2,-3.59,341.0,146.0,1.43,0.91,1231.0,1167.0,5.17,7.31,8.94,7.83,272.0,0.0,2.06,0.0,19.0,16.0,122.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0,360.0,4.29,0.97,8.51,3.33,2038.0,272.0,358.0,174.0,-1.26,-3.91,-1.26,-3.91,-29.5,-289.35,-29.5,-289.35,28143.0,13396.0,12468.0,7098.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,778.0,570.0,778.0,260.0,1273.0,Y
21155.0,3785.0,21255.5,4356.0,20461.0,6733.25,611.0,371.0,1.17527777777778,0.757,21830.0,4355.0,3.0,0.0,11695.0,1356.0,11466.0,1210.0,18729.0,3705.0,88.53,97.89,18729.0,3705.0,14935.0,2583.0,527.87,805.62,66.0,19.0,0.0,-28.42,0.0,-83.0,0.0,-1.65,290.0,111.0,2388.0,80.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,8967.0,8967.0,2388.0,80.0,-6606.0,-8914.0,11.29,2.11,19776.0,3604.0,93.48,95.22,1862.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,-2610.0,-545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,199.0,3.28,4.13,11.0,7.0,0.0,0.0,18767.0,3706.0,21155.0,3786.0,663.0,0.0,8.49,0.0,0.0,0.0,38.14,64.62,7143.0,2394.0,33.77,63.25,151.72,0.0,0.0,0.0,437.0,68.0,5.6,2.84,0.0,0.0,-2610.0,-545.0,-2610.0,-545.0,400.0,180.0,2.81,3.73,-2610.0,-545.0,-17.01,-10.79,210.0,-91.0,1.37,-1.8,3220.0,717.0,20.98,14.2,5.55,1.8,45.0,292.0,0.7,10.57,18.0,5.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,0.0,10.24,1.84,25.1,3.38,2236.0,80.0,126.0,0.0,-17.01,-10.79,-17.01,-10.79,-96.77,-238.25,-96.77,-238.25,9411.0,2367.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097.0,0.0,2097.0,0.0,0.0,0.0,Y
329632.0,286102.0,332071.5,290137.0,332915.0,296782.25,57757.0,59218.0,4.64270422535211,4.61454838709677,320619.0,287163.0,9214.0,8679.0,23372.0,25642.0,21555.0,21505.0,303786.0,264234.0,92.16,92.36,303786.0,264234.0,253599.0,206646.0,97.19,-639.71,1823.0,1346.0,29.98,0.0,450.0,0.0,0.18,0.0,702.0,688.0,17537.0,7052.0,0.0,0.0,0.0,0.0,5325.0,5325.0,0.0,0.0,0.0,0.0,18071.0,18071.0,17537.0,7052.0,-5859.0,-16344.0,5.32,2.46,281373.0,228254.0,85.36,79.78,3656.0,977.0,0.0,0.0,0.0,0.0,404.0,13887.0,18.0,-5460.0,0.0,0.0,94.0,613.0,0.0,0.0,0.0,0.0,9024.0,7342.0,4.24,4.16,405.0,378.0,-150.0,0.0,312095.0,279050.0,329632.0,286102.0,3940.0,3319.0,1.85,2.05,3003.0,33.0,68.96,60.12,209500.0,158857.0,63.56,55.52,9.74,34.23,0.0,0.0,40439.0,9697.0,18.95,5.98,0.0,0.0,18.0,-5460.0,18.0,-5460.0,7201.0,5996.0,3.39,3.4,-42.16,-6073.0,-0.02,-2.73,777.0,-6817.0,0.31,-3.06,7754.0,5252.0,3.11,2.36,18.96,14.77,1501.0,231.0,0.89,0.18,71.0,62.0,1473.0,992.0,5318.0,5502.0,0.0,0.0,5318.0,5502.0,0.0,0.0,0.0,0.0,22062.0,32557.0,3.92,1.25,6.46,3.05,12575.0,3577.0,3279.0,2884.0,0.01,-2.45,-0.05,-2.45,0.13,-84.93,0.13,-84.93,245490.0,211611.0,50318.0,47892.0,200.0,200.0,0.0,0.0,0.0,0.0,16374.0,13440.0,16374.0,13440.0,8563.0,21508.0,Y
79988.0,67115.0,83397.0,68829.5,86941.4,72582.4,8644.0,8179.0,3.80895238095238,3.94794117647059,83189.0,66323.0,879.0,810.0,5278.0,2957.0,1115.0,213.0,71676.0,61493.0,89.61,91.62,71676.0,61493.0,62538.0,52812.0,92.51,166.86,710.0,483.0,117.39,102.66,1222.0,1815.0,1.41,2.5,387.0,391.0,6059.0,3503.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,4202.0,4202.0,6059.0,3503.0,1607.0,-949.0,7.57,5.22,70967.0,53882.0,88.72,80.28,1546.0,1142.0,0.0,0.0,3540.0,5633.0,0.0,0.0,-680.0,-2094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.0,2603.0,4.8,4.17,310.0,89.0,-259.0,-1369.0,73929.0,63612.0,79988.0,67115.0,2555.0,3154.0,4.41,7.59,3347.0,2434.0,77.29,62.43,55401.0,38393.0,69.26,57.2,37.21,89.17,56.0,0.0,6866.0,3537.0,11.85,8.51,0.0,0.0,-680.0,-2094.0,-680.0,-2094.0,3059.0,2120.0,3.89,3.4,-680.0,-2094.0,-0.78,-2.88,721.0,345.0,0.83,0.48,3497.0,4113.0,4.02,5.67,11.21,15.02,1041.0,1768.0,1.79,3.75,21.0,17.0,237.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,6541.0,7.14,1.27,11.27,2.95,5942.0,842.0,767.0,731.0,-0.78,-2.88,-1.08,-4.77,-10.61,-45.23,-10.61,-45.23,59538.0,53354.0,10911.0,9643.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.0,924.0,1961.0,924.0,15975.0,7536.0,Y
30609.0,18998.0,31334.5,19853.5,31334.5,19853.5,2071.0,3186.0,0.95653125,0.322,29094.0,19978.0,2286.0,1957.0,8602.0,2687.0,5773.0,599.0,25782.0,20148.0,84.23,106.05,25782.0,20148.0,23238.0,17855.0,138.67,393.05,57.0,36.0,400.0,N/A,40.0,267.0,0.51,5.38,125.0,139.0,2139.0,-1233.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8113.0,8848.0,2139.0,-1233.0,-6024.0,-10131.0,6.99,-6.49,22282.0,11719.0,72.8,61.69,627.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,-437.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0,0.0,239.0,134.0,4.14,4.39,22.0,2.0,0.0,0.0,28470.0,20231.0,30609.0,18998.0,197.0,639.0,1.27,5.65,0.0,0.0,59.49,52.92,15337.0,10663.0,50.11,56.13,50.64,42.23,0.0,0.0,389.0,1513.0,2.5,13.39,0.0,0.0,-437.0,-1700.0,-437.0,-1700.0,182.0,98.0,3.16,3.21,-437.0,-1700.0,-5.58,-34.25,829.0,391.0,10.58,7.88,1408.0,1922.0,17.97,38.72,4.43,14.31,10.0,0.0,0.25,0.0,32.0,59.0,61.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35740.0,968.0,1206.0,1.93,-6.2,3.5,-11.14,561.0,-1238.0,197.0,131.0,-5.58,-34.25,-5.58,-34.25,-80.33,N/A,-80.33,1443.74,21635.0,9936.0,1172.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,45.0,217.0,45.0,0.0,0.0,Y
131255.0,103307.0,131839.5,105156.0,131839.5,105156.0,35469.0,14778.0,3.36551282051282,3.97334615384615,131054.0,104841.0,905.0,613.0,22676.0,39065.0,22165.0,38413.0,120584.0,101040.0,91.87,97.81,120584.0,101040.0,113430.0,91411.0,208.38,503.15,243.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,287.0,10487.0,2105.0,0.0,0.0,0.0,0.0,15645.0,15645.0,4035.0,0.0,0.0,0.0,18069.0,18069.0,10487.0,2105.0,-23227.0,-31609.0,7.99,2.04,120964.0,96141.0,92.16,93.06,703.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,-917.0,-1149.0,0.0,0.0,-12.0,4.0,0.0,0.0,0.0,0.0,1063.0,834.0,3.5,3.41,5.0,4.0,0.0,0.0,120768.0,101202.0,131255.0,103307.0,1554.0,982.0,2.28,1.95,0.0,0.0,55.34,48.92,66728.0,49430.0,50.84,47.85,9.63,24.18,0.0,0.0,16132.0,4061.0,23.63,8.06,0.0,0.0,-917.0,-1149.0,-917.0,-1149.0,820.0,636.0,2.7,2.6,-905.0,-1153.0,-2.75,-4.39,15.0,-350.0,0.05,-1.33,1740.0,1439.0,5.28,5.47,17.97,8.94,-3.0,59.0,-0.02,0.46,39.0,26.0,551.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7454.0,5171.0,8.25,2.0,14.68,5.14,10814.0,2098.0,1014.0,679.0,-2.78,-4.37,-2.78,-4.37,-42.1,-180.77,-42.1,-180.77,80545.0,54005.0,32071.0,8298.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.0,3115.0,1882.0,3115.0,1200.0,966.0,Y
22865.0,21426.0,22848.5,21937.5,23211.3333333333,22149.3333333333,5348.0,5766.0,2.2865,2.38066666666667,23141.0,22819.0,184.0,144.0,1736.0,2817.0,0.0,0.0,21334.0,21122.0,93.3,98.58,21334.0,21122.0,16534.0,15987.0,110.41,561.76,44.0,46.0,0.0,47.76,0.0,64.0,0.0,0.58,78.0,58.0,1464.0,221.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1900.0,1900.0,1464.0,221.0,-536.0,-1779.0,6.4,1.03,19467.0,15693.0,85.14,73.24,277.0,238.0,0.0,0.0,1110.0,600.0,0.0,0.0,-27.0,-499.0,0.0,0.0,21.0,36.0,0.0,0.0,0.0,0.0,531.0,368.0,5.54,4.48,26.0,23.0,0.0,0.0,21401.0,21205.0,22865.0,21426.0,428.0,364.0,2.93,3.91,436.0,75.0,66.46,42.37,14179.0,8949.0,62.01,41.77,52.9,46.97,0.0,0.0,809.0,775.0,5.54,8.32,0.0,0.0,-27.0,-499.0,-27.0,-499.0,487.0,322.0,5.08,3.92,-48.0,-535.0,-0.41,-4.83,-26.0,-220.0,-0.22,-1.99,509.0,573.0,4.39,5.17,7.43,14.19,-5.0,134.0,-0.07,2.74,10.0,9.0,133.0,57.0,327.0,351.0,0.0,0.0,327.0,351.0,0.0,0.0,0.0,0.0,891.0,2265.0,6.75,0.82,11.66,2.86,1563.0,186.0,190.0,148.0,-0.23,-4.51,-0.23,-4.51,-3.74,-195.43,-3.74,-195.43,15040.0,11664.0,4178.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,64.0,28.0,64.0,0.0,0.0,Y
122754.0,66336.0,129509.0,69357.0,131957.0,72680.3333333333,12605.0,5001.0,2.40694117647059,1.6584,130405.0,71474.0,4361.0,2623.0,24640.0,8530.0,21982.0,7051.0,113943.0,64713.0,92.82,97.55,113943.0,64713.0,96397.0,48865.0,120.52,184.82,494.0,104.0,0.0,110.72,0.0,3367.0,0.0,9.27,295.0,214.0,8586.0,1321.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,7875.0,7875.0,8586.0,1321.0,611.0,-6654.0,6.99,1.99,104489.0,52051.0,85.12,78.47,1281.0,932.0,0.0,0.0,125.0,125.0,0.0,0.0,-460.0,-4495.0,0.0,0.0,0.0,-223.0,0.0,0.0,0.0,0.0,2343.0,1031.0,4.18,3.49,151.0,94.0,0.0,0.0,114168.0,65015.0,122754.0,66336.0,2967.0,2427.0,3.89,5.81,577.0,683.0,64.39,60.76,73366.0,39317.0,59.77,59.27,82.35,47.3,0.0,0.0,3603.0,5131.0,4.72,12.29,0.0,0.0,-460.0,-4495.0,-460.0,-4495.0,1849.0,927.0,3.3,3.14,-460.0,-4272.0,-0.7,-11.76,393.0,140.0,0.6,0.39,2702.0,1972.0,4.1,5.43,11.05,21.46,-112.0,3041.0,-0.27,12.98,51.0,40.0,285.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960.0,9102.0,6.59,1.8,11.92,4.0,8595.0,1283.0,1033.0,615.0,-0.7,-12.37,-0.7,-12.37,-10.52,-223.21,-10.52,-223.21,80770.0,47421.0,9016.0,5558.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.0,3551.0,5105.0,3551.0,8595.0,2092.0,Y
179846.0,124223.0,180476.5,125326.5,181752.2,132695.8,100082.0,43260.0,4.8607027027027,3.88196875,183886.0,125694.0,2029.0,2445.0,9364.0,6988.0,476.0,6132.0,166684.0,122177.0,92.68,98.35,166684.0,122177.0,155228.0,111899.0,105.74,143.41,1140.0,860.0,242.51,0.0,5100.0,0.0,2.81,0.0,698.0,653.0,9191.0,1737.0,0.0,0.0,0.0,0.0,5739.0,6379.0,0.0,0.0,0.0,0.0,6578.0,6578.0,9191.0,1737.0,-3126.0,-11220.0,5.11,1.4,163648.0,117831.0,90.99,94.85,2112.0,2016.0,0.0,0.0,0.0,2054.0,0.0,0.0,-6777.0,-1729.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,6881.0,4736.0,4.07,3.78,30.0,20.0,1341.0,4.0,170655.0,122486.0,179846.0,124223.0,5546.0,3552.0,4.14,3.6,3963.0,3027.0,77.09,77.92,128501.0,95204.0,71.45,76.64,21.87,19.8,0.0,0.0,25363.0,17942.0,18.92,18.17,0.0,0.0,-6777.0,-1729.0,-6777.0,-1729.0,5741.0,3876.0,3.39,3.09,-6788.0,-1730.0,-3.73,-1.3,306.0,100.0,0.17,0.08,6394.0,5702.0,3.52,4.3,14.1,16.29,2103.0,359.0,1.55,0.34,37.0,32.0,633.0,284.0,2050.0,0.0,2024.0,0.0,4074.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.0,4.83,1.44,8.34,3.19,8884.0,1807.0,1621.0,1212.0,-3.73,-1.3,-2.99,-1.3,-47.53,-64.31,-47.53,-64.31,125906.0,94663.0,34671.0,14441.0,0.0,0.0,0.0,0.0,0.0,0.0,14396.0,8612.0,14396.0,8612.0,7582.0,2198.0,Y
419968.0,297809.0,468410.0,329503.0,511383.6,356166.2,119370.0,72323.0,1.76457142857143,1.4816368159204,447844.0,335653.0,9106.0,8162.0,60111.0,50941.0,50238.0,43462.0,330458.0,256505.0,78.69,86.13,330458.0,256505.0,255996.0,202015.0,111.01,249.21,2254.0,1682.0,-114.28,57.61,-2369.0,1469.0,-0.46,0.41,3636.0,3890.0,42540.0,-5791.0,0.0,0.0,0.0,0.0,851.0,851.0,0.0,0.0,0.0,0.0,7054.0,7054.0,42540.0,-5791.0,34635.0,-13696.0,10.13,-1.94,349022.0,248368.0,83.11,83.4,12854.0,14762.0,0.0,0.0,0.0,0.0,0.0,0.0,-2082.0,-25702.0,149.0,202.0,-2251.0,-3.0,0.0,0.0,505.0,188.0,22904.0,10690.0,5.39,3.67,2121.0,1590.0,-1386.0,0.0,377428.0,303600.0,419968.0,297809.0,15549.0,5012.0,5.86,2.48,4.0,6.0,75.53,76.9,249609.0,197260.0,59.44,66.24,27.65,28.23,0.0,0.0,56243.0,17752.0,21.21,8.78,0.0,0.0,-2082.0,-25702.0,-2082.0,-25702.0,20650.0,9008.0,4.86,3.09,-641.36,-25699.0,-0.13,-7.22,10832.0,6860.0,2.12,1.93,35068.0,40098.0,6.86,11.26,15.04,6.7,2073.0,2550.0,0.75,1.15,238.0,201.0,1427.0,1198.0,0.0,0.0,0.0,0.0,994.0,1039.0,994.0,1039.0,0.0,0.0,6928.0,2216.0,8.02,-1.79,16.89,-1.85,35929.0,-6004.0,3040.0,2445.0,-0.41,-7.22,-0.68,-7.22,-5.28,-156.01,-5.28,-156.01,230709.0,192873.0,49175.0,7646.0,0.0,0.0,0.0,0.0,0.0,0.0,49629.0,13372.0,49629.0,13372.0,48463.0,52803.0,Y
161483.0,68208.0,170475.5,74227.5,177033.8,91270.0,38150.0,40562.0,0.580874100719424,6.20072727272727,162668.0,69546.0,864.0,117.0,16833.0,7556.0,16787.0,7150.0,135720.0,65042.0,84.05,95.36,135720.0,65042.0,132934.0,63249.0,129.04,179.16,1113.0,857.0,-31.62,-14.77,-154.0,22.0,-0.09,0.02,2907.0,1311.0,12515.0,2288.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47264.0,47577.0,12515.0,2288.0,-34750.0,-45290.0,7.75,3.35,147545.0,62985.0,91.37,92.34,40134.0,3346.0,0.0,0.0,0.0,0.0,6600.0,0.0,-13636.0,-4138.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,6537.0,3696.0,4.14,4.35,1.0,2.0,54.0,-30.0,148968.0,65920.0,161483.0,68208.0,865.0,674.0,0.76,1.46,0.0,0.0,83.16,69.96,112870.0,45503.0,69.9,66.71,29.25,66.01,919.0,956.0,2957.0,1021.0,2.6,2.21,0.0,0.0,-13636.0,-4138.0,-13636.0,-4138.0,5424.0,2839.0,3.44,3.34,-13636.0,-4290.46,-7.7,-4.7,41883.0,2593.0,23.66,2.84,61043.0,9732.0,34.48,10.66,4.92,4.96,487.0,-149.0,0.4,-0.25,278.0,11.0,473.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23649.0,0.0,4983.0,2359.0,7.65,3.1,10.2,4.72,12437.0,2159.0,902.0,683.0,-7.7,-4.53,-7.67,-4.57,-65.1,-133.22,-65.1,-133.22,130775.0,60235.0,17888.0,10332.0,0.0,0.0,0.0,0.0,0.0,0.0,50713.0,24899.0,50713.0,24899.0,30117.0,10500.0,Y
4032843.0,3325870.0,3876195.0,3758801.0,3876195.0,3758801.0,619594.0,320230.0,7.68160571428572,6.59894841269841,3879676.0,4315503.0,55969.0,42983.0,201762.0,618040.0,151072.0,604335.0,3394540.0,3032208.0,84.17,91.17,3394540.0,3032208.0,2933069.0,2744653.0,103.02,50.73,11012.0,17724.0,2142.14,21.09,2999.0,-424.0,0.31,-0.05,2927.0,3492.0,442808.0,-112623.0,0.0,0.0,2.0,2.0,11019.0,11021.0,317.0,-233.0,0.0,0.0,312176.0,320860.0,442810.0,-112621.0,119613.0,-444504.0,10.98,-3.39,3530904.0,3045186.0,87.55,91.56,7042.0,9005.0,0.0,0.0,514.0,0.0,151864.0,87664.0,10385.0,29597.0,23.0,25.0,-50.0,0.0,0.0,0.0,7220.0,2718.0,38353.0,39150.0,4.52,4.51,559.0,462.0,-14452.0,-32.0,3590033.0,3438491.0,4032843.0,3325870.0,45195.0,368130.0,1.47,14.29,101909.0,82463.0,89.39,72.82,3034210.0,2208140.0,75.24,66.39,195.85,64.99,217.0,375.0,23076.0,566444.0,0.75,21.99,0.0,0.0,10385.0,29597.0,10385.0,29597.0,27341.0,21426.0,3.22,2.47,10417.0,29597.0,1.07,3.15,3365.0,37931.0,0.35,4.04,31724.0,30216.0,3.27,3.22,0.7,17.31,140.0,-2010.0,0.02,-0.25,525.0,504.0,11731.0,11907.0,29403.0,0.0,16373.0,0.0,47641.0,0.0,1865.0,0.0,640000.0,410000.0,4966.0,9395.0,10.4,-1.99,12.29,-1.73,403476.0,-85678.0,44439.0,38519.0,1.07,3.15,-0.42,3.15,10.07,N/A,10.07,-93.1,3643443.0,2731028.0,345108.0,232711.0,0.0,0.0,0.0,0.0,0.0,0.0,657073.0,390188.0,657073.0,390188.0,403008.0,640721.0,Y
