(2YP)ASSET,ASSET,(2YP)ASSET2,ASSET2,(2YP)ASSET5,ASSET5,(2YP)ASSTLT,ASSTLT,(2YP)ASTEMPM,ASTEMPM,(2YP)AVASSETJ,AVASSETJ,(2YP)BKPREM,BKPREM,(2YP)CHBAL,CHBAL,(2YP)CHBALI,CHBALI,(2YP)DEP,DEP,(2YP)DEPDASTR,DEPDASTR,(2YP)DEPDOM,DEPDOM,(2YP)DEPI,DEPI,(2YP)EEFFR,EEFFR,(2YP)EINTEXP,EINTEXP,(2YP)ELNANTR,ELNANTR,(2YP)ELNATR,ELNATR,(2YP)ELNATRY,ELNATRY,(2YP)EPREMAGG,EPREMAGG,(2YP)EQ,EQ,(2YP)EQCDIV,EQCDIV,(2YP)EQCONSUB,EQCONSUB,(2YP)EQCS,EQCS,(2YP)EQCSTKRX,EQCSTKRX,(2YP)EQPP,EQPP,(2YP)EQSUR,EQSUR,(2YP)EQTOT,EQTOT,(2YP)EQUPTOT,EQUPTOT,(2YP)EQV,EQV,(2YP)ERNAST,ERNAST,(2YP)ERNASTR,ERNASTR,(2YP)ESAL,ESAL,(2YP)EXTRA,EXTRA,(2YP)FREPO,FREPO,(2YP)FREPP,FREPP,(2YP)IBEFXTR,IBEFXTR,(2YP)IFIDUC,IFIDUC,(2YP)IGLSEC,IGLSEC,(2YP)IGLTRAD,IGLTRAD,(2YP)INTAN,INTAN,(2YP)INTINC,INTINC,(2YP)INTINCY,INTINCY,(2YP)ISERCHG,ISERCHG,(2YP)ITAX,ITAX,(2YP)LIAB,LIAB,(2YP)LIABEQ,LIABEQ,(2YP)LNATRES,LNATRES,(2YP)LNATRESR,LNATRESR,(2YP)LNEXAMT,LNEXAMT,(2YP)LNLSDEPR,LNLSDEPR,(2YP)LNLSNET,LNLSNET,(2YP)LNLSNTV,LNLSNTV,(2YP)LNRESNCR,LNRESNCR,(2YP)NCGTYPAR,NCGTYPAR,(2YP)NCLNLS,NCLNLS,(2YP)NCLNLSR,NCLNLSR,(2YP)NETIMIN,NETIMIN,(2YP)NETINBM,NETINBM,(2YP)NETINC,NETINC,(2YP)NIM,NIM,(2YP)NIMY,NIMY,(2YP)NOIJ,NOIJ,(2YP)NOIJY,NOIJY,(2YP)NONII,NONII,(2YP)NONIIAY,NONIIAY,(2YP)NONIX,NONIX,(2YP)NONIXAY,NONIXAY,(2YP)NPERFV,NPERFV,(2YP)NTLNLS,NTLNLS,(2YP)NTLNLSR,NTLNLSR,(2YP)NUMEMP,NUMEMP,(2YP)OAIENC,OAIENC,(2YP)OALIFGEN,OALIFGEN,(2YP)OALIFHYB,OALIFHYB,(2YP)OALIFINS,OALIFINS,(2YP)OALIFSEP,OALIFSEP,(2YP)OBSDIR,OBSDIR,(2YP)ORE,ORE,(2YP)RBC1AAJ,RBC1AAJ,(2YP)RBCRWAJ,RBCRWAJ,(2YP)RBCT1J,RBCT1J,(2YP)RBCT2,RBCT2,(2YP)ROA,ROA,(2YP)ROAPTX,ROAPTX,(2YP)ROE,ROE,(2YP)ROEINJR,ROEINJR,(2YP)RWAJT,RWAJT,(2YP)SC,SC,(2YP)SUBND,SUBND,(2YP)TRADE,TRADE,(2YP)TRADEL,TRADEL,(2YP)UC,UC,(2YP)UCLN,UCLN,(2YP)VOLIAB,VOLIAB,FAIL?
314722.0,260201.0,316018.5,274530.5,302932.8,309420.0,36394.0,32518.0,8.506,7.03245945945946,313734.0,284327.0,5518.0,6798.0,5655.0,5630.0,227.0,74.0,271104.0,233788.0,86.14,89.85,271104.0,233788.0,258245.0,225028.0,39.94,64.61,11669.0,13235.0,399.11,147.28,1792.0,20930.0,0.59,6.76,639.0,945.0,25006.0,8828.0,2898.0,975.0,N/A,N/A,50.0,50.0,0.0,0.0,0.0,0.0,13150.0,14850.0,25006.0,8828.0,11806.0,-6072.0,7.95,3.39,297150.0,242920.0,94.42,93.36,1889.0,2011.0,0.0,0.0,0.0,21330.0,0.0,0.0,4089.0,-18268.0,119.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,21112.0,20381.0,7.33,7.16,163.0,183.0,66.0,-50.0,289716.0,251372.0,314722.0,260200.0,4018.0,11603.0,1.58,5.82,4146.0,3539.0,92.46,80.31,250673.0,187763.0,79.65,72.16,74.99,116.67,0.0,0.0,5358.0,9945.0,2.1,4.99,N/A,N/A,N/A,N/A,4089.0,-18268.0,9443.0,7146.0,3.28,2.51,4089.0,-18268.0,1.35,-5.9,458.0,234.0,0.15,0.08,3954.0,4768.0,1.31,1.54,1.73,3.98,449.0,14211.0,0.18,5.94,37.0,37.0,4290.0,2879.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,100.0,400.0,8.19,2.94,10.76,5.3,25708.0,8355.0,3396.0,2725.0,1.35,-5.9,1.37,-5.92,17.54,-91.34,5.11,-96.22,270415.0,209134.0,46250.0,33753.0,0.0,0.0,0.0,0.0,0.0,0.0,23316.0,8247.0,23316.0,8247.0,201247.0,125581.0,Y
577827.0,523673.0,576586.5,539058.5,562632.2,557661.0,213346.0,152639.0,3.0252722513089,4.189384,582176.0,542541.0,19769.0,25877.0,10156.0,77619.0,101.0,71088.0,400339.0,422708.0,69.28,80.72,400339.0,422708.0,318313.0,383860.0,65.84,153.1,17002.0,18112.0,228.91,134.47,863.0,43199.0,0.15,7.75,2524.0,2761.0,42597.0,-2595.0,3164.0,0.0,N/A,N/A,2500.0,2500.0,0.0,0.0,0.0,0.0,23807.0,36473.0,42597.0,-2595.0,16290.0,-41568.0,7.37,-0.5,537578.0,477144.0,93.03,91.11,10159.0,8286.0,0.0,0.0,241.0,162.0,51238.0,880.0,8683.0,-49243.0,0.0,0.0,42.0,313.0,0.0,0.0,0.0,0.0,39406.0,26302.0,7.49,5.51,4119.0,3338.0,85.0,0.0,535230.0,526268.0,577827.0,523673.0,4190.0,15139.0,1.04,4.05,1520.0,507.0,99.33,84.79,397665.0,358398.0,68.82,68.44,84.24,30.04,0.0,0.0,4974.0,50395.0,1.24,13.49,N/A,N/A,N/A,N/A,8683.0,-49243.0,22404.0,8190.0,4.26,1.72,8641.42,-49556.0,1.54,-8.89,5667.0,3781.0,1.01,0.68,18482.0,18328.0,3.28,3.29,0.86,10.51,377.0,32126.0,0.09,8.07,191.0,125.0,2683.0,1661.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,4630.0,7.71,1.23,11.77,3.04,44903.0,6698.0,4190.0,4708.0,1.54,-8.83,1.56,-8.83,21.89,-201.68,13.91,-201.68,417178.0,375768.0,139571.0,47496.0,0.0,0.0,0.0,0.0,0.0,0.0,166245.0,40087.0,166245.0,40087.0,185388.0,204127.0,Y
90810.0,71921.0,94303.5,72851.5,86221.6,81256.2,8109.0,14706.0,3.94826086956522,3.59605,94279.0,74871.0,1220.0,901.0,3735.0,5786.0,1800.0,0.0,77710.0,64168.0,85.57,89.22,77710.0,64168.0,67231.0,56814.0,68.52,137.29,3020.0,2311.0,194.27,163.22,2203.0,710.0,2.56,0.87,452.0,452.0,9841.0,5964.0,0.0,0.0,N/A,N/A,10697.0,11007.0,184.0,100.0,0.0,0.0,0.0,0.0,9841.0,5964.0,-856.0,-5043.0,10.84,8.29,85715.0,62992.0,94.39,87.58,1740.0,1997.0,0.0,0.0,0.0,0.0,2695.0,1500.0,-379.0,-2990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7857.0,4867.0,9.65,6.55,105.0,42.0,-243.0,1281.0,80969.0,65956.0,90810.0,71920.0,2316.0,1346.0,2.69,2.09,452.0,0.0,107.98,98.17,83915.0,62992.0,92.41,87.58,59.66,18.16,0.0,0.0,3882.0,7411.0,4.5,11.52,N/A,N/A,N/A,N/A,-379.0,-2990.0,4837.0,2556.0,5.94,3.44,-379.0,-2990.0,-0.44,-3.68,185.0,123.0,0.21,0.15,3441.0,3678.0,3.99,4.53,4.27,12.52,1134.0,435.0,1.41,0.66,23.0,20.0,612.0,371.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,1590.0,9.44,7.97,11.34,9.96,8899.0,5964.0,1119.0,863.0,-0.44,-3.68,-0.72,-2.1,-3.71,-37.37,-3.71,-37.37,88314.0,68555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15519.0,4434.0,15519.0,4434.0,16066.0,19283.0,Y
99635.0,134206.0,95289.0,140604.0,88054.6,142829.6,13845.0,14575.0,4.15145833333333,4.06684848484848,95776.0,140734.0,3918.0,5553.0,1212.0,12972.0,0.0,245.0,80841.0,115976.0,81.14,86.42,80841.0,115976.0,74081.0,107369.0,50.19,83.73,2855.0,4845.0,15900.0,212.1,159.0,11695.0,0.18,8.19,263.0,406.0,9875.0,2885.0,0.0,0.0,N/A,N/A,5972.0,6867.0,127.0,44.0,0.0,0.0,1482.0,3316.0,9875.0,2885.0,2421.0,-7298.0,9.91,2.15,93219.0,106492.0,93.56,79.35,1639.0,2319.0,0.0,0.0,1.0,0.0,0.0,0.0,1613.0,-9157.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8280.0,10070.0,10.11,7.94,40.0,161.0,1024.0,-1609.0,89760.0,131321.0,99635.0,134206.0,888.0,7720.0,0.96,6.77,418.0,214.0,113.3,91.61,91596.0,106247.0,91.93,79.17,N/A,25.39,0.0,0.0,0.0,30407.0,0.0,26.68,N/A,N/A,N/A,N/A,1613.0,-9157.0,5425.0,5225.0,6.62,4.12,1611.08,-9159.55,1.83,-6.41,182.0,465.0,0.21,0.33,2814.0,4764.0,3.2,3.34,0.0,26.57,1.0,5514.0,0.0,4.26,24.0,33.0,508.0,546.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,5256.0,10.27,2.05,12.18,3.87,9839.0,2885.0,888.0,1415.0,1.83,-6.41,2.99,-7.54,18.02,-96.77,18.02,-96.77,88505.0,111028.0,1622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34177.0,5147.0,34177.0,5147.0,23578.0,35241.0,Y
314405.0,235154.0,317178.5,231383.0,305804.2,264169.2,11564.0,20199.0,4.912578125,3.85498360655738,319152.0,230044.0,2833.0,2345.0,9387.0,5222.0,478.0,0.0,283091.0,225735.0,90.04,95.99,283091.0,225735.0,240448.0,205574.0,43.72,105.21,8620.0,6450.0,211.27,93.43,600.0,20750.0,0.2,7.85,1139.0,1380.0,28366.0,4876.0,7000.0,700.0,N/A,N/A,1770.0,1770.0,0.0,0.0,0.0,0.0,9584.0,9584.0,28366.0,4876.0,17012.0,-6478.0,9.02,2.07,298238.0,223707.0,94.86,95.13,4593.0,3707.0,0.0,0.0,12400.0,25700.0,1305.0,3917.0,9224.0,-21182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24964.0,13612.0,8.62,5.44,818.0,571.0,115.0,0.0,286039.0,230278.0,314405.0,235154.0,2780.0,2997.0,1.11,1.7,253.0,648.0,87.6,76.65,247990.0,173015.0,78.88,73.58,34.13,9.29,0.0,0.0,8145.0,32273.0,3.25,18.34,N/A,N/A,N/A,N/A,9224.0,-21182.0,16344.0,7162.0,5.64,2.86,9224.0,-21182.0,3.02,-8.02,1505.0,1130.0,0.49,0.43,7910.0,8724.0,2.59,3.3,2.62,14.12,284.0,22209.0,0.12,10.76,64.0,61.0,2616.0,1239.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,100.0,934.0,8.92,2.04,11.75,3.79,28457.0,4697.0,2780.0,2209.0,3.02,-8.02,3.05,-8.02,33.12,-129.74,7.99,-134.03,265842.0,181990.0,37370.0,24992.0,0.0,0.0,0.0,0.0,0.0,0.0,83836.0,35314.0,83836.0,35314.0,34646.0,34329.0,Y
278764.0,238307.0,265596.0,239496.5,236896.0,252069.2,33101.0,33787.0,19.9117142857143,14.8941875,263153.0,252691.0,91.0,701.0,4381.0,69631.0,2822.0,69161.0,172190.0,174872.0,61.77,73.38,172190.0,174872.0,170994.0,174818.0,41.02,436.55,9732.0,9922.0,80800.0,132.02,808.0,10823.0,0.34,4.29,174.0,747.0,26252.0,2365.0,0.0,0.0,N/A,N/A,131.0,131.0,0.0,0.0,0.0,0.0,23611.0,31984.0,26252.0,2365.0,2510.0,-29750.0,9.42,0.99,268424.0,231601.0,96.29,97.19,1672.0,2513.0,0.0,0.0,665.0,0.0,40000.0,40000.0,2472.0,-28501.0,0.0,0.0,0.0,-10065.0,0.0,0.0,2432.0,0.0,16935.0,12521.0,7.46,5.45,1.0,4.0,1273.0,-435.0,252513.0,235942.0,278765.0,238307.0,1558.0,4449.0,0.76,3.6,0.0,0.0,118.77,68.09,204502.0,119068.0,73.36,49.96,182.86,18.75,0.0,0.0,852.0,23733.0,0.41,19.21,N/A,N/A,N/A,N/A,2472.0,-28501.0,7203.0,2599.0,3.17,1.13,2472.0,-18637.3,1.04,-7.39,516.0,-930.0,0.22,-0.37,3166.0,9717.0,1.34,3.85,0.31,10.03,1.0,8198.0,0.0,5.41,14.0,16.0,1850.0,1018.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,35000.0,35000.0,0.0,163.0,9.31,1.91,12.3,4.84,24502.0,4814.0,1558.0,1723.0,1.04,-11.31,1.58,-11.48,10.58,-151.74,10.58,-151.74,211803.0,135097.0,60435.0,43372.0,0.0,0.0,0.0,0.0,0.0,0.0,29820.0,8095.0,29820.0,8095.0,77751.0,85574.0,Y
132536.0,172454.0,126945.0,159850.0,107903.8,153954.2,15073.0,18756.0,3.89811764705882,4.42189743589744,128538.0,157814.0,3403.0,5467.0,2686.0,3457.0,64.0,1378.0,104520.0,159048.0,78.86,92.23,104520.0,159048.0,97320.0,153001.0,70.24,178.11,4181.0,5627.0,1010.0,185.99,404.0,6450.0,0.37,4.19,471.0,651.0,11407.0,4620.0,0.0,0.0,N/A,N/A,3750.0,3750.0,0.0,60.0,0.0,0.0,8200.0,9584.0,11407.0,4620.0,-543.0,-8714.0,8.61,2.68,123464.0,153577.0,93.16,89.05,1942.0,2320.0,0.0,0.0,949.0,28935.0,0.0,0.0,646.0,-8950.0,0.0,0.0,0.0,-423.0,0.0,0.0,0.0,0.0,8791.0,8042.0,8.77,5.9,116.0,303.0,376.0,0.0,121129.0,167834.0,132536.0,172454.0,1195.0,4599.0,1.16,4.33,3252.0,4560.0,97.2,63.89,101597.0,101613.0,76.66,58.92,148.08,37.17,0.0,0.0,807.0,12373.0,0.79,11.65,N/A,N/A,N/A,N/A,646.0,-8950.0,4610.0,2415.0,4.6,1.77,646.0,-8527.0,0.6,-5.54,181.0,244.0,0.17,0.16,3365.0,4736.0,3.12,3.08,0.61,12.48,40.0,3468.0,0.05,3.05,34.0,39.0,1536.0,942.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,0.0,9156.0,9.02,2.73,11.72,4.72,11596.0,4316.0,1195.0,1607.0,0.6,-5.81,0.95,-5.81,5.9,-92.43,5.9,-92.43,109162.0,125607.0,20854.0,21651.0,0.0,0.0,0.0,0.0,0.0,0.0,20584.0,6131.0,20584.0,6131.0,48800.0,76460.0,Y
636922.0,669830.0,620873.0,658793.0,602452.2,678819.2,130755.0,124834.0,3.30011398963731,3.05858447488585,608872.0,661245.0,9644.0,11508.0,37286.0,38526.0,25218.0,19236.0,491965.0,532520.0,77.24,79.5,491965.0,532520.0,433769.0,477705.0,66.86,86.44,16661.0,17907.0,129.63,295.69,805.0,26024.0,0.13,3.83,2423.0,3189.0,55974.0,30488.0,3100.0,1300.0,N/A,N/A,1000.0,1000.0,0.0,0.0,0.0,0.0,35307.0,39058.0,55974.0,30488.0,19667.0,-9570.0,8.79,4.55,575701.0,602728.0,90.39,89.98,8797.0,9576.0,0.0,0.0,0.0,25163.0,6216.0,2630.0,5877.0,-33333.0,740.0,737.0,-164.0,-4640.0,0.0,0.0,7272.0,1708.0,38432.0,38171.0,7.08,6.24,3369.0,3213.0,2120.0,1194.0,580948.0,639342.0,636922.0,669830.0,4907.0,22272.0,1.18,4.8,6528.0,15139.0,83.87,82.92,412631.0,441572.0,64.79,65.92,59.33,18.67,505.0,217.0,8271.0,119263.0,1.98,25.71,N/A,N/A,N/A,N/A,5877.0,-33333.0,21771.0,20264.0,4.01,3.31,5996.72,-28693.0,1.0,-4.23,6736.0,6934.0,1.12,1.02,19541.0,28673.0,3.24,4.22,1.39,18.28,621.0,8801.0,0.16,1.82,193.0,219.0,4941.0,3185.0,N/A,N/A,N/A,N/A,18024.0,19556.0,N/A,N/A,8608.0,8556.0,604.0,3169.0,8.18,4.0,11.48,6.35,49804.0,26459.0,4907.0,6722.0,0.98,-4.91,1.33,-4.73,11.11,-65.54,5.25,-68.1,476681.0,522197.0,137852.0,116757.0,0.0,0.0,0.0,0.0,0.0,0.0,69956.0,67262.0,69956.0,67262.0,99962.0,102372.0,Y
205844.0,285015.0,196376.0,308284.5,178936.0,276797.8,2928.0,8673.0,5.56335135135135,9.5005,196235.0,323951.0,465.0,219.0,5108.0,30752.0,99.0,29964.0,179695.0,259056.0,87.3,90.89,179695.0,259056.0,163322.0,247949.0,51.09,292.36,6636.0,11009.0,528.3,99.74,840.0,4296.0,0.47,1.55,801.0,517.0,16958.0,14974.0,3536.0,45.0,N/A,N/A,100.0,100.0,0.0,0.0,0.0,0.0,15778.0,23061.0,16958.0,14974.0,1080.0,-8187.0,8.24,5.25,194620.0,247943.0,94.55,86.99,3646.0,2860.0,0.0,0.0,10798.0,6083.0,0.0,0.0,4645.0,-8347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17521.0,12730.0,10.35,5.52,146.0,155.0,0.0,0.0,188886.0,270041.0,205844.0,285015.0,2055.0,3633.0,1.13,1.88,1084.0,1778.0,100.12,73.12,179910.0,189434.0,87.4,66.46,660.77,14.75,0.0,0.0,311.0,24629.0,0.17,12.76,N/A,N/A,N/A,N/A,4645.0,-8347.0,10885.0,1721.0,6.43,0.75,4645.0,-8347.0,2.6,-3.02,329.0,385.0,0.18,0.14,5729.0,6157.0,3.2,2.22,0.15,20.41,159.0,4307.0,0.1,2.19,37.0,30.0,1304.0,1138.0,N/A,N/A,N/A,N/A,3413.0,0.0,N/A,N/A,0.0,0.0,0.0,33544.0,8.66,4.57,10.15,8.54,16986.0,14815.0,2055.0,2556.0,2.6,-3.02,2.6,-3.02,30.96,-45.08,7.39,-45.33,187545.0,203438.0,3813.0,22462.0,0.0,0.0,0.0,0.0,0.0,0.0,42804.0,7271.0,42804.0,7271.0,61899.0,24083.0,Y
123609.0,123508.0,122221.0,120304.0,116686.2,131292.2,28514.0,24936.0,4.57811111111111,5.14616666666667,116711.0,123426.0,7811.0,6529.0,4205.0,24742.0,1737.0,19526.0,77705.0,85150.0,62.86,68.94,77705.0,85150.0,48610.0,67497.0,69.22,99.66,2778.0,3869.0,384.21,677.54,146.0,2534.0,0.13,1.93,540.0,615.0,14922.0,7398.0,400.0,75.0,N/A,N/A,1000.0,93.0,0.0,0.0,0.0,0.0,13003.0,14160.0,14922.0,7398.0,919.0,-6855.0,12.07,5.99,101954.0,104980.0,82.48,85.0,1330.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,-8549.0,0.0,0.0,7.0,-558.0,0.0,0.0,6087.0,0.0,6739.0,7288.0,7.03,6.5,289.0,301.0,326.0,-559.0,108687.0,116110.0,123609.0,123508.0,808.0,3098.0,1.17,4.99,3132.0,1300.0,87.71,69.2,68153.0,58925.0,55.14,47.71,112.07,20.38,0.0,0.0,721.0,15201.0,1.05,24.51,N/A,N/A,N/A,N/A,811.0,-8549.0,3961.0,3419.0,4.13,3.05,806.03,-8024.48,0.69,-6.11,499.0,429.0,0.43,0.33,3184.0,9864.0,2.73,7.51,0.76,13.14,38.0,374.0,0.06,0.5,27.0,24.0,618.0,426.0,N/A,N/A,N/A,N/A,2037.0,2193.0,N/A,N/A,0.0,0.0,213.0,1032.0,7.63,5.55,11.25,9.93,8902.0,6846.0,808.0,1016.0,0.7,-6.51,0.97,-6.94,5.6,-85.11,2.84,-85.86,86275.0,79163.0,32064.0,26529.0,0.0,0.0,0.0,0.0,0.0,0.0,15608.0,1962.0,15608.0,1962.0,27800.0,12542.0,Y
705877.0,979585.0,672267.0,1006580.0,585034.2,986003.4,107476.0,208430.0,3.9434469273743,6.80267361111111,653736.0,1018524.0,10708.0,29650.0,6194.0,102074.0,320.0,100903.0,580515.0,813205.0,82.24,83.02,580515.0,813205.0,536354.0,803423.0,60.19,147.8,22535.0,40783.0,354.81,61.48,2583.0,12190.0,0.44,1.24,2889.0,5027.0,57333.0,48869.0,0.0,0.0,N/A,N/A,3674.0,3674.0,0.0,0.0,0.0,0.0,44482.0,64332.0,57333.0,48869.0,9177.0,-19137.0,8.12,4.99,654368.0,824862.0,92.7,84.21,9479.0,15052.0,0.0,0.0,16340.0,5604.0,0.0,0.0,9941.0,-14568.0,0.0,0.0,12.0,179.0,0.0,0.0,5792.0,1320.0,49753.0,54157.0,9.19,6.44,711.0,750.0,-533.0,-9383.0,648544.0,930716.0,705877.0,979585.0,6646.0,21617.0,1.31,3.77,0.0,0.0,86.5,67.82,502161.0,551487.0,71.14,56.3,130.7,18.99,0.0,0.0,5085.0,113839.0,1.0,19.86,N/A,N/A,N/A,N/A,9941.0,-14568.0,27218.0,13374.0,5.03,1.59,9929.0,-14682.56,1.7,-1.49,2941.0,11556.0,0.5,1.17,18180.0,36870.0,3.11,3.74,1.2,19.32,728.0,19826.0,0.17,3.1,179.0,144.0,4781.0,3816.0,N/A,N/A,N/A,N/A,1201.0,1302.0,N/A,N/A,0.0,0.0,3378.0,83660.0,7.71,3.0,10.49,5.79,50406.0,30535.0,8646.0,11165.0,1.7,-1.48,1.61,-2.43,20.59,-25.92,20.59,-25.92,563071.0,720432.0,135547.0,166868.0,2000.0,2000.0,0.0,0.0,0.0,0.0,52694.0,18996.0,52694.0,18996.0,239545.0,179879.0,Y
448055.0,492418.0,436228.5,482765.0,436228.5,482765.0,57862.0,57606.0,4.71636842105263,5.35236956521739,436374.0,481621.0,2990.0,3669.0,17057.0,43390.0,8651.0,694.0,380781.0,402820.0,84.99,81.8,380781.0,402820.0,345777.0,380737.0,76.68,179.62,4463.0,3631.0,-59.06,139.73,75.0,830.0,0.07,0.69,402.0,546.0,36555.0,29632.0,0.0,0.0,N/A,0.0,11956.0,11956.0,29.0,0.0,0.0,0.0,21200.0,21334.0,36555.0,29632.0,3399.0,-3658.0,8.16,6.02,419597.0,427333.0,93.65,86.78,1549.0,1473.0,0.0,0.0,0.0,25.0,0.0,0.0,572.0,-1851.0,0.0,0.0,3.0,-87.0,0.0,0.0,0.0,0.0,7847.0,5486.0,7.65,5.05,130.0,143.0,215.0,-637.0,411500.0,462786.0,448055.0,492418.0,4738.0,8934.0,1.37,2.32,7120.0,1409.0,89.29,93.37,340005.0,376105.0,75.88,76.38,352.79,27.19,0.0,0.0,1343.0,32852.0,0.39,8.53,N/A,0.0,N/A,-1851.0,572.0,-1851.0,3384.0,1855.0,3.3,1.71,569.81,-1786.62,0.52,-1.48,299.0,118.0,0.27,0.1,2824.0,3544.0,2.59,2.94,0.44,7.84,-127.0,594.0,-0.15,0.61,95.0,92.0,2218.0,1713.0,N/A,N/A,N/A,N/A,9573.0,59.0,N/A,N/A,0.0,0.0,616.0,5740.0,8.45,5.24,11.18,7.53,36866.0,25246.0,4644.0,5087.0,0.52,-1.53,0.72,-2.06,6.31,-24.31,6.31,-24.31,371438.0,403092.0,70941.0,50509.0,0.0,0.0,0.0,0.0,0.0,0.0,85998.0,42602.0,85998.0,42602.0,147927.0,123976.0,Y
1451669.0,1774588.0,1386845.0,1891967.5,1386845.0,1891967.5,129199.0,156210.0,8.10988268156425,7.81756828193833,1392454.0,1874167.0,7459.0,9743.0,5205.0,34394.0,14.0,32043.0,1173003.0,1496347.0,80.8,84.32,1173003.0,1496347.0,1123212.0,1457572.0,36.18,107.89,15353.0,17152.0,594.79,199.23,2171.0,101625.0,0.63,21.49,723.0,853.0,145044.0,60509.0,0.0,0.0,N/A,0.0,6015.0,6015.0,0.0,0.0,0.0,0.0,99726.0,118424.0,145044.0,60509.0,39303.0,-63930.0,9.99,3.41,1389491.0,1637659.0,95.72,92.28,2309.0,3275.0,0.0,0.0,55125.0,0.0,8177.0,3095.0,4547.0,-98040.0,0.0,0.0,0.0,-1630.0,0.0,0.0,0.0,0.0,28870.0,26548.0,8.75,6.17,538.0,620.0,2490.0,-6019.0,1306625.0,1714079.0,1451669.0,1774588.0,12464.0,93119.0,1.07,6.07,12615.0,13853.0,98.29,96.28,1152903.0,1440662.0,79.42,81.18,86.31,37.72,0.0,131.0,14441.0,246837.0,1.24,16.09,N/A,0.0,N/A,-98040.0,4547.0,-98040.0,13517.0,9396.0,4.1,2.18,4547.0,-96507.8,1.31,-20.4,911.0,788.0,0.26,0.17,5220.0,10988.0,1.51,2.32,1.3,16.36,365.0,51008.0,0.13,13.07,179.0,227.0,22276.0,24207.0,N/A,N/A,N/A,N/A,10986.0,16151.0,N/A,N/A,0.0,0.0,4457.0,43417.0,10.42,3.29,12.08,5.12,145102.0,61714.0,12464.0,21115.0,1.31,-20.73,2.03,-22.0,13.46,-359.96,13.46,-359.96,1304374.0,1616772.0,181449.0,164954.0,0.0,0.0,0.0,0.0,0.0,0.0,220554.0,104858.0,220554.0,104858.0,380455.0,342400.0,Y
229999.0,166456.0,239570.5,166115.0,239570.5,166115.0,N/A,N/A,0.982901709401709,1.87029213483146,230541.0,165062.0,2749.0,2740.0,13828.0,52028.0,9315.0,6.0,212055.0,170946.0,92.2,102.7,212055.0,170946.0,196993.0,160583.0,241.3,303.65,2106.0,998.0,80.32,93.27,-400.0,1276.0,-0.67,3.07,1017.0,927.0,15201.0,-13660.0,0.0,0.0,N/A,0.0,500.0,500.0,0.0,0.0,0.0,0.0,8396.0,25770.0,15201.0,-13660.0,6305.0,-39930.0,6.61,-8.21,213320.0,99447.0,92.75,59.74,3971.0,2091.0,0.0,0.0,0.0,277.0,0.0,0.0,-1129.0,-3131.0,N/A,N/A,1309.0,207.0,0.0,0.0,289.0,53.0,3695.0,1365.0,6.62,5.21,N/A,N/A,-747.0,-1311.0,214798.0,180116.0,229999.0,166456.0,1029.0,401.0,0.64,0.44,3848.0,795.0,75.33,52.73,159751.0,90132.0,69.46,54.15,188.12,2.71,0.0,166.0,547.0,14790.0,0.34,16.34,N/A,0.0,N/A,-3131.0,-1129.0,-3131.0,1589.0,367.0,2.85,1.4,-1966.76,-3275.9,-3.28,-7.89,910.0,1279.0,1.52,3.08,6084.0,5019.0,10.16,12.09,0.98,13.28,-498.0,1368.0,-1.15,5.74,234.0,89.0,1045.0,493.0,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,1712.0,7319.0,6.72,-9.12,11.71,-19.77,15491.0,-15054.0,1029.0,0.0,-1.89,-7.54,-3.13,-10.7,-32.52,N/A,-32.52,103.52,141120.0,76127.0,44254.0,9032.0,0.0,0.0,0.0,0.0,N/A,N/A,102509.0,14104.0,102509.0,14104.0,40995.0,42194.0,Y
